Estado,Ano,Fuzzy_Score,Área Agrícola_mu,Pastagem com Manejo_mu,Vegetação Florestal_mu,Mosaico de Ocupações em Área Florestal_mu,Mosaico de Ocupações em Área Campestre_mu,Área Descoberta_mu,Área Artificial_mu,Área Úmida_mu
RJ,2018,0.3713738796061729,0.0008738619472315125,0.9945939690955233,0.0019598897193795393,0.026639242349965543,0.008025149681679595,1.0,0.9388989240556036,0.0
TO,2014,0.37127700026588256,0.015765804998141956,0.9495640283410287,0.006426269701322907,0.0036873627896071787,0.005706860871076287,0.9997332622032542,0.989214377339721,0.00011803588290840416
TO,2010,0.3710807941457806,0.009818608324043108,0.9511266539407051,0.006516874682665955,0.004301923254541708,0.006350610574872435,0.9997332622032542,0.990680384303254,0.00011803588290840416
TO,2012,0.371013544778616,0.01067359949832776,0.9503325327343122,0.006472809964963598,0.004151539479885282,0.006129445032463942,0.9997332622032542,0.9904971334328124,0.00011803588290840416
CE,2020,0.36982291915388726,0.004396890096618358,0.9993012793389803,0.005144432014453228,0.009909935512595528,0.11805500702990475,0.8476927180581488,0.9740830911803974,0.0
CE,2012,0.3690897212786506,0.004026732627276106,0.9993904965156718,0.00512314231938355,0.010025979685165054,0.11728092763147502,0.8471592424646572,0.9697112489855756,0.0
CE,2010,0.3689402498075395,0.003367707172054998,0.9994055132681842,0.005340742807363165,0.00906447082673184,0.1154523625219191,0.847425980261403,0.9714652216026598,0.0
CE,2018,0.3689217018319919,0.004343180973615756,0.999318946106642,0.005149135551736063,0.009869675289459163,0.11748629563514004,0.8463590290744198,0.9688473520249221,0.0
CE,2016,0.36891903687036237,0.004248827108881457,0.9993215961217912,0.005116210790756213,0.010053214541992596,0.11696102747191987,0.8463590290744198,0.9692923898531375,0.0
CE,2014,0.36888580965063966,0.004122538089929394,0.9993224794601743,0.005110764589691876,0.0100697922809311,0.11678330516105591,0.8463590290744198,0.9693185685489148,0.0
RN,2012,0.36830338740311436,0.0037712513935340025,0.9982359732489804,0.00041688193601555437,0.0015204154855027673,0.048609026713638016,0.9197119231795146,0.9741616272677295,0.0
RN,2014,0.368242978750267,0.003852540876997399,0.9981679561934829,0.00041688193601555437,0.0015073901191939429,0.0485181908658631,0.9197119231795146,0.9737689468310688,0.0
RN,2016,0.3680495734332574,0.00386850845410628,0.9981847396227616,0.0004153966084525536,0.001508574243403836,0.04858138102083696,0.9186449719925314,0.9731930155239666,0.0
RN,2018,0.3679897553275891,0.003983184689706429,0.9982050564055724,0.00041688193601555437,0.0014955488770950118,0.048372063632486056,0.9186449719925314,0.9728003350873059,0.0
RN,2010,0.36795926129059325,0.003601414437012263,0.9982465733095774,0.0004356960851468977,0.001441079163439928,0.045552202966777776,0.9197119231795146,0.9746852011832771,0.0
RN,2020,0.3678936237306156,0.004035442214790041,0.9982068230823387,0.00041688193601555437,0.0014943647528851186,0.04829307593876874,0.9181114963990398,0.972590905521087,0.0
RN,2000,0.3676386732705158,0.003178999442586399,0.9983905574660202,0.00044361783214956854,0.0015239678581324466,0.041421146585362,0.9197119231795146,0.9764391738003613,0.0
CE,2000,0.36754907301430706,0.002945292177629134,0.9995106305357713,0.005455113029714225,0.008561218037527265,0.10379377892924282,0.8476927180581488,0.9724338333464226,0.0
GO,2020,0.36673206605235287,0.09922397575250837,0.8662237019121626,0.005294202543722474,0.003162795764624526,0.005631822562044833,1.0,0.9533757428204926,0.0009442870632672333
GO,2000,0.36641488991396753,0.06819607023411371,0.8821025926864882,0.007500656638560144,0.011422062128629045,0.01259458776322649,1.0,0.9485588627974554,0.0009442870632672333
GO,2018,0.3648634176340905,0.09668803418803419,0.86554706471072,0.005320938439856488,0.003010043741548313,0.004885388856416171,1.0,0.9425115840728815,0.0009442870632672333
GO,2016,0.3644317031798423,0.09400402963582312,0.8643898914288793,0.005337029488455663,0.002979256512091092,0.004711615930238069,1.0,0.9430875153799838,0.0009442870632672333
GO,2014,0.3643166525765988,0.09277017140468229,0.8640206559847501,0.005340495252769331,0.0031000371815001907,0.005086807475395334,1.0,0.9432707662504254,0.0009442870632672333
GO,2010,0.36394107781508905,0.08319397993311037,0.8646672596811679,0.005738563039653542,0.004563614704928088,0.006532282270422268,1.0,0.9458886358281631,0.0009442870632672333
GO,2012,0.3638069020491874,0.08706393998513565,0.8626187979707951,0.005445953509742387,0.003681442168557713,0.006042558569374892,1.0,0.9446582371266263,0.0009442870632672333
MA,2000,0.35904674431696737,0.006479933110367893,0.9677325322043091,0.018718840612717426,0.09569736627093235,0.048269379630653544,0.6575086689783942,0.9776957511976754,0.10027148253068933
MA,2010,0.35527818020737245,0.011618589743589744,0.9518642414905805,0.01725306986262948,0.08068740778632716,0.05057187090251339,0.6569751933849026,0.9729835859577476,0.10027148253068933
MA,2020,0.3546091298651077,0.019808505202526944,0.9435211104623481,0.016414107344127873,0.07080115475792949,0.05337198464479234,0.6569751933849026,0.9756799916228174,0.10030099150141644
MA,2012,0.35388773589944567,0.012607127926421406,0.9463954935609049,0.016841634127678265,0.07538608369863566,0.05058371905657099,0.6569751933849026,0.972041152909762,0.10027148253068933
MA,2016,0.35383289414805413,0.01629999303232999,0.9447984177642882,0.01619898240208659,0.07483546594103535,0.05211213093000111,0.6569751933849026,0.9690829602869185,0.10036000944287064
MA,2014,0.3537940132583818,0.014791782794500188,0.9449980522388652,0.016614379010539145,0.07407288994986418,0.05216742231560323,0.6569751933849026,0.9703133589884552,0.10041902738432484
MA,2018,0.35362815116080654,0.01852674424005946,0.9443364317899351,0.01649555280549908,0.07177687310688141,0.052183219854346694,0.6567084555881568,0.9686379224587031,0.10036000944287064
